Date,Sector,Ticker,Change(%)
2026-04-09,Materials,XLB,-0.15
2026-04-09,Healthcare,XLV,-0.23
2026-04-09,Energy,XLE,-1.24
2026-04-10,Consumer Discretionary,XLY,1.73
2026-04-10,Industrials,XLI,1.03
2026-04-10,Consumer Staples,XLP,0.81
2026-04-10,Utilities,XLU,0.79
2026-04-10,Real Estate,XLRE,0.68
2026-04-10,Communication Services,XLC,0.4
2026-04-10,Technology,XLK,0.27
2026-04-10,Financials,XLF,0.25
2026-04-10,Materials,XLB,-0.15
2026-04-10,Healthcare,XLV,-0.23
2026-04-10,Energy,XLE,-1.24
2026-04-10,Materials,XLB,0.56
2026-04-10,Technology,XLK,0.39
2026-04-10,Real Estate,XLRE,0.21
2026-04-10,Consumer Discretionary,XLY,0.13
2026-04-10,Communication Services,XLC,-0.28
2026-04-10,Industrials,XLI,-0.39
2026-04-10,Utilities,XLU,-0.4
2026-04-10,Energy,XLE,-0.68
2026-04-10,Financials,XLF,-1.09
2026-04-10,Consumer Staples,XLP,-1.29
2026-04-10,Healthcare,XLV,-1.35
2026-04-11,Materials,XLB,0.56
2026-04-11,Technology,XLK,0.39
2026-04-11,Real Estate,XLRE,0.21
2026-04-11,Consumer Discretionary,XLY,0.13
2026-04-11,Communication Services,XLC,-0.28
2026-04-11,Industrials,XLI,-0.39
2026-04-11,Utilities,XLU,-0.4
2026-04-11,Energy,XLE,-0.68
2026-04-11,Financials,XLF,-1.09
2026-04-11,Consumer Staples,XLP,-1.29
2026-04-11,Healthcare,XLV,-1.35
2026-04-11,Materials,XLB,0.56
2026-04-11,Technology,XLK,0.39
2026-04-11,Real Estate,XLRE,0.21
2026-04-11,Consumer Discretionary,XLY,0.13
2026-04-11,Communication Services,XLC,-0.28
2026-04-11,Industrials,XLI,-0.39
2026-04-11,Utilities,XLU,-0.4
2026-04-11,Energy,XLE,-0.68
2026-04-11,Financials,XLF,-1.09
2026-04-11,Consumer Staples,XLP,-1.29
2026-04-11,Healthcare,XLV,-1.35
2026-04-12,Materials,XLB,0.56
2026-04-12,Technology,XLK,0.39
2026-04-12,Real Estate,XLRE,0.21
2026-04-12,Consumer Discretionary,XLY,0.13
2026-04-12,Communication Services,XLC,-0.28
2026-04-12,Industrials,XLI,-0.39
2026-04-12,Utilities,XLU,-0.4
2026-04-12,Energy,XLE,-0.68
2026-04-12,Financials,XLF,-1.09
2026-04-12,Consumer Staples,XLP,-1.29
2026-04-12,Healthcare,XLV,-1.35
2026-04-12,Materials,XLB,0.56
2026-04-12,Technology,XLK,0.39
2026-04-12,Real Estate,XLRE,0.21
2026-04-12,Consumer Discretionary,XLY,0.13
2026-04-12,Communication Services,XLC,-0.28
2026-04-12,Industrials,XLI,-0.39
2026-04-12,Utilities,XLU,-0.4
2026-04-12,Energy,XLE,-0.68
2026-04-12,Financials,XLF,-1.09
2026-04-12,Consumer Staples,XLP,-1.29
2026-04-12,Healthcare,XLV,-1.35
2026-04-13,Materials,XLB,0.56
2026-04-13,Technology,XLK,0.39
2026-04-13,Real Estate,XLRE,0.21
2026-04-13,Consumer Discretionary,XLY,0.13
2026-04-13,Communication Services,XLC,-0.28
2026-04-13,Industrials,XLI,-0.39
2026-04-13,Utilities,XLU,-0.4
2026-04-13,Energy,XLE,-0.68
2026-04-13,Financials,XLF,-1.09
2026-04-13,Consumer Staples,XLP,-1.29
2026-04-13,Healthcare,XLV,-1.35
2026-04-13,Technology,XLK,2.1
2026-04-13,Financials,XLF,1.75
2026-04-13,Consumer Discretionary,XLY,0.91
2026-04-13,Communication Services,XLC,0.76
2026-04-13,Industrials,XLI,0.71
2026-04-13,Real Estate,XLRE,0.47
2026-04-13,Healthcare,XLV,0.45
2026-04-13,Materials,XLB,0.44
2026-04-13,Energy,XLE,0.3
2026-04-13,Consumer Staples,XLP,-1.0
2026-04-13,Utilities,XLU,-1.21
2026-04-14,Technology,XLK,2.1
2026-04-14,Financials,XLF,1.75
2026-04-14,Consumer Discretionary,XLY,0.91
2026-04-14,Communication Services,XLC,0.76
2026-04-14,Industrials,XLI,0.71
2026-04-14,Real Estate,XLRE,0.47
2026-04-14,Healthcare,XLV,0.45
2026-04-14,Materials,XLB,0.44
2026-04-14,Energy,XLE,0.3
2026-04-14,Consumer Staples,XLP,-1.0
2026-04-14,Utilities,XLU,-1.21
2026-04-14,Consumer Discretionary,XLY,2.21
2026-04-14,Technology,XLK,1.6
2026-04-14,Communication Services,XLC,1.52
2026-04-14,Real Estate,XLRE,0.95
2026-04-14,Healthcare,XLV,0.58
2026-04-14,Industrials,XLI,0.36
2026-04-14,Financials,XLF,0.23
2026-04-14,Utilities,XLU,0.17
2026-04-14,Consumer Staples,XLP,-0.1
2026-04-14,Materials,XLB,-0.34
2026-04-14,Energy,XLE,-2.03
2026-04-15,Consumer Discretionary,XLY,2.21
2026-04-15,Technology,XLK,1.6
2026-04-15,Communication Services,XLC,1.52
2026-04-15,Real Estate,XLRE,0.95
2026-04-15,Healthcare,XLV,0.58
2026-04-15,Industrials,XLI,0.36
2026-04-15,Financials,XLF,0.23
2026-04-15,Utilities,XLU,0.17
2026-04-15,Consumer Staples,XLP,-0.1
2026-04-15,Materials,XLB,-0.34
2026-04-15,Energy,XLE,-2.03
2026-04-15,Technology,XLK,1.6
2026-04-15,Consumer Discretionary,XLY,1.49
2026-04-15,Financials,XLF,0.75
2026-04-15,Communication Services,XLC,0.69
2026-04-15,Real Estate,XLRE,-0.05
2026-04-15,Energy,XLE,-0.34
2026-04-15,Consumer Staples,XLP,-0.5
2026-04-15,Healthcare,XLV,-0.71
2026-04-15,Utilities,XLU,-0.97
2026-04-15,Materials,XLB,-1.21
2026-04-15,Industrials,XLI,-1.25
2026-04-16,Technology,XLK,1.6
2026-04-16,Consumer Discretionary,XLY,1.49
2026-04-16,Financials,XLF,0.75
2026-04-16,Communication Services,XLC,0.69
2026-04-16,Real Estate,XLRE,-0.05
2026-04-16,Energy,XLE,-0.34
2026-04-16,Consumer Staples,XLP,-0.5
2026-04-16,Healthcare,XLV,-0.71
2026-04-16,Utilities,XLU,-0.97
2026-04-16,Materials,XLB,-1.21
2026-04-16,Industrials,XLI,-1.25
2026-04-16,Energy,XLE,1.47
2026-04-16,Communication Services,XLC,1.25
2026-04-16,Technology,XLK,1.14
2026-04-16,Real Estate,XLRE,0.92
2026-04-16,Materials,XLB,0.72
2026-04-16,Utilities,XLU,0.72
2026-04-16,Consumer Staples,XLP,0.46
2026-04-16,Financials,XLF,-0.27
2026-04-16,Consumer Discretionary,XLY,-0.47
2026-04-16,Industrials,XLI,-0.5
2026-04-16,Healthcare,XLV,-0.79
2026-04-17,Energy,XLE,1.47
2026-04-17,Communication Services,XLC,1.25
2026-04-17,Technology,XLK,1.14
2026-04-17,Real Estate,XLRE,0.92
2026-04-17,Materials,XLB,0.72
2026-04-17,Utilities,XLU,0.72
2026-04-17,Consumer Staples,XLP,0.46
2026-04-17,Financials,XLF,-0.27
2026-04-17,Consumer Discretionary,XLY,-0.47
2026-04-17,Industrials,XLI,-0.5
2026-04-17,Healthcare,XLV,-0.79
2026-04-17,Consumer Discretionary,XLY,2.36
2026-04-17,Industrials,XLI,1.87
2026-04-17,Technology,XLK,1.53
2026-04-17,Real Estate,XLRE,1.53
2026-04-17,Healthcare,XLV,1.49
2026-04-17,Consumer Staples,XLP,1.26
2026-04-17,Financials,XLF,0.77
2026-04-17,Materials,XLB,0.25
2026-04-17,Communication Services,XLC,0.23
2026-04-17,Utilities,XLU,-0.41
2026-04-17,Energy,XLE,-2.76
2026-04-18,Consumer Discretionary,XLY,2.36
2026-04-18,Industrials,XLI,1.87
2026-04-18,Technology,XLK,1.53
2026-04-18,Real Estate,XLRE,1.53
2026-04-18,Healthcare,XLV,1.49
2026-04-18,Consumer Staples,XLP,1.26
2026-04-18,Financials,XLF,0.77
2026-04-18,Materials,XLB,0.25
2026-04-18,Communication Services,XLC,0.23
2026-04-18,Utilities,XLU,-0.41
2026-04-18,Energy,XLE,-2.76
2026-04-18,Consumer Discretionary,XLY,2.36
2026-04-18,Industrials,XLI,1.87
2026-04-18,Technology,XLK,1.53
2026-04-18,Real Estate,XLRE,1.53
2026-04-18,Healthcare,XLV,1.49
2026-04-18,Consumer Staples,XLP,1.26
2026-04-18,Financials,XLF,0.77
2026-04-18,Materials,XLB,0.25
2026-04-18,Communication Services,XLC,0.23
2026-04-18,Utilities,XLU,-0.41
2026-04-18,Energy,XLE,-2.76
2026-04-19,Consumer Discretionary,XLY,2.36
2026-04-19,Industrials,XLI,1.87
2026-04-19,Technology,XLK,1.53
2026-04-19,Real Estate,XLRE,1.53
2026-04-19,Healthcare,XLV,1.49
2026-04-19,Consumer Staples,XLP,1.26
2026-04-19,Financials,XLF,0.77
2026-04-19,Materials,XLB,0.25
2026-04-19,Communication Services,XLC,0.23
2026-04-19,Utilities,XLU,-0.41
2026-04-19,Energy,XLE,-2.76
2026-04-19,Consumer Discretionary,XLY,2.36
2026-04-19,Industrials,XLI,1.87
2026-04-19,Technology,XLK,1.53
2026-04-19,Real Estate,XLRE,1.53
2026-04-19,Healthcare,XLV,1.49
2026-04-19,Consumer Staples,XLP,1.26
2026-04-19,Financials,XLF,0.77
2026-04-19,Materials,XLB,0.25
2026-04-19,Communication Services,XLC,0.23
2026-04-19,Utilities,XLU,-0.41
2026-04-19,Energy,XLE,-2.76
2026-04-20,Consumer Discretionary,XLY,2.36
2026-04-20,Industrials,XLI,1.87
2026-04-20,Technology,XLK,1.53
2026-04-20,Real Estate,XLRE,1.53
2026-04-20,Healthcare,XLV,1.49
2026-04-20,Consumer Staples,XLP,1.26
2026-04-20,Financials,XLF,0.77
2026-04-20,Materials,XLB,0.25
2026-04-20,Communication Services,XLC,0.23
2026-04-20,Utilities,XLU,-0.41
2026-04-20,Energy,XLE,-2.76
2026-04-20,Materials,XLB,0.67
2026-04-20,Financials,XLF,0.38
2026-04-20,Real Estate,XLRE,0.36
2026-04-20,Industrials,XLI,0.22
2026-04-20,Technology,XLK,0.14
2026-04-20,Energy,XLE,0.09
2026-04-20,Consumer Staples,XLP,-0.08
2026-04-20,Communication Services,XLC,-0.29
2026-04-20,Consumer Discretionary,XLY,-0.45
2026-04-20,Utilities,XLU,-0.89
2026-04-20,Healthcare,XLV,-0.93
2026-04-21,Materials,XLB,0.67
2026-04-21,Financials,XLF,0.38
2026-04-21,Real Estate,XLRE,0.36
2026-04-21,Industrials,XLI,0.22
2026-04-21,Technology,XLK,0.14
2026-04-21,Energy,XLE,0.09
2026-04-21,Consumer Staples,XLP,-0.08
2026-04-21,Communication Services,XLC,-0.29
2026-04-21,Consumer Discretionary,XLY,-0.45
2026-04-21,Utilities,XLU,-0.89
2026-04-21,Healthcare,XLV,-0.93
2026-04-21,Energy,XLE,1.45
2026-04-21,Technology,XLK,0.08
2026-04-21,Financials,XLF,-0.63
2026-04-21,Consumer Staples,XLP,-0.67
2026-04-21,Consumer Discretionary,XLY,-0.75
2026-04-21,Materials,XLB,-0.88
2026-04-21,Healthcare,XLV,-1.02
2026-04-21,Communication Services,XLC,-1.34
2026-04-21,Industrials,XLI,-1.41
2026-04-21,Utilities,XLU,-1.75
2026-04-21,Real Estate,XLRE,-1.93
2026-04-22,Energy,XLE,1.45
2026-04-22,Technology,XLK,0.08
2026-04-22,Financials,XLF,-0.63
2026-04-22,Consumer Staples,XLP,-0.67
2026-04-22,Consumer Discretionary,XLY,-0.75
2026-04-22,Materials,XLB,-0.88
2026-04-22,Healthcare,XLV,-1.02
2026-04-22,Communication Services,XLC,-1.34
2026-04-22,Industrials,XLI,-1.41
2026-04-22,Utilities,XLU,-1.75
2026-04-22,Real Estate,XLRE,-1.93
2026-04-22,Technology,XLK,2.2
2026-04-22,Energy,XLE,1.2
2026-04-22,Communication Services,XLC,0.61
2026-04-22,Consumer Staples,XLP,0.33
2026-04-22,Healthcare,XLV,0.32
2026-04-22,Materials,XLB,0.12
2026-04-22,Consumer Discretionary,XLY,-0.03
2026-04-22,Financials,XLF,-0.17
2026-04-22,Utilities,XLU,-0.18
2026-04-22,Industrials,XLI,-0.23
2026-04-22,Real Estate,XLRE,-0.73
2026-04-23,Technology,XLK,2.2
2026-04-23,Energy,XLE,1.2
2026-04-23,Communication Services,XLC,0.61
2026-04-23,Consumer Staples,XLP,0.33
2026-04-23,Healthcare,XLV,0.32
2026-04-23,Materials,XLB,0.12
2026-04-23,Consumer Discretionary,XLY,-0.03
2026-04-23,Financials,XLF,-0.17
2026-04-23,Utilities,XLU,-0.18
2026-04-23,Industrials,XLI,-0.23
2026-04-23,Real Estate,XLRE,-0.73
2026-04-23,Utilities,XLU,2.72
2026-04-23,Industrials,XLI,1.77
2026-04-23,Consumer Staples,XLP,1.67
2026-04-23,Real Estate,XLRE,1.15
2026-04-23,Energy,XLE,0.78
2026-04-23,Materials,XLB,-0.04
2026-04-23,Healthcare,XLV,-0.1
2026-04-23,Communication Services,XLC,-0.42
2026-04-23,Financials,XLF,-0.79
2026-04-23,Consumer Discretionary,XLY,-1.0
2026-04-23,Technology,XLK,-1.42
2026-04-24,Utilities,XLU,2.72
2026-04-24,Industrials,XLI,1.77
2026-04-24,Consumer Staples,XLP,1.67
2026-04-24,Real Estate,XLRE,1.15
2026-04-24,Energy,XLE,0.78
2026-04-24,Materials,XLB,-0.04
2026-04-24,Healthcare,XLV,-0.1
2026-04-24,Communication Services,XLC,-0.42
2026-04-24,Financials,XLF,-0.79
2026-04-24,Consumer Discretionary,XLY,-1.0
2026-04-24,Technology,XLK,-1.42
2026-04-24,Technology,XLK,2.81
2026-04-24,Consumer Discretionary,XLY,0.81
2026-04-24,Materials,XLB,0.21
2026-04-24,Utilities,XLU,0.2
2026-04-24,Energy,XLE,-0.19
2026-04-24,Real Estate,XLRE,-0.3
2026-04-24,Consumer Staples,XLP,-0.3
2026-04-24,Financials,XLF,-0.73
2026-04-24,Industrials,XLI,-0.92
2026-04-24,Healthcare,XLV,-1.41
2026-04-24,Communication Services,XLC,-1.58
2026-04-25,Technology,XLK,2.81
2026-04-25,Consumer Discretionary,XLY,0.81
2026-04-25,Materials,XLB,0.21
2026-04-25,Utilities,XLU,0.2
2026-04-25,Energy,XLE,-0.19
2026-04-25,Real Estate,XLRE,-0.3
2026-04-25,Consumer Staples,XLP,-0.3
2026-04-25,Financials,XLF,-0.73
2026-04-25,Industrials,XLI,-0.92
2026-04-25,Healthcare,XLV,-1.41
2026-04-25,Communication Services,XLC,-1.58
2026-04-25,Technology,XLK,2.81
2026-04-25,Consumer Discretionary,XLY,0.81
2026-04-25,Materials,XLB,0.21
2026-04-25,Utilities,XLU,0.2
2026-04-25,Energy,XLE,-0.19
2026-04-25,Real Estate,XLRE,-0.3
2026-04-25,Consumer Staples,XLP,-0.3
2026-04-25,Financials,XLF,-0.73
2026-04-25,Industrials,XLI,-0.92
2026-04-25,Healthcare,XLV,-1.41
2026-04-25,Communication Services,XLC,-1.58
2026-04-26,Technology,XLK,2.81
2026-04-26,Consumer Discretionary,XLY,0.81
2026-04-26,Materials,XLB,0.21
2026-04-26,Utilities,XLU,0.2
2026-04-26,Energy,XLE,-0.19
2026-04-26,Real Estate,XLRE,-0.3
2026-04-26,Consumer Staples,XLP,-0.3
2026-04-26,Financials,XLF,-0.73
2026-04-26,Industrials,XLI,-0.92
2026-04-26,Healthcare,XLV,-1.41
2026-04-26,Communication Services,XLC,-1.58
2026-04-26,Technology,XLK,2.81
2026-04-26,Consumer Discretionary,XLY,0.81
2026-04-26,Materials,XLB,0.21
2026-04-26,Utilities,XLU,0.2
2026-04-26,Energy,XLE,-0.19
2026-04-26,Real Estate,XLRE,-0.3
2026-04-26,Consumer Staples,XLP,-0.3
2026-04-26,Financials,XLF,-0.73
2026-04-26,Industrials,XLI,-0.92
2026-04-26,Healthcare,XLV,-1.41
2026-04-26,Communication Services,XLC,-1.58
2026-04-27,Technology,XLK,2.81
2026-04-27,Consumer Discretionary,XLY,0.81
2026-04-27,Materials,XLB,0.21
2026-04-27,Utilities,XLU,0.2
2026-04-27,Energy,XLE,-0.19
2026-04-27,Real Estate,XLRE,-0.3
2026-04-27,Consumer Staples,XLP,-0.3
2026-04-27,Financials,XLF,-0.73
2026-04-27,Industrials,XLI,-0.92
2026-04-27,Healthcare,XLV,-1.41
2026-04-27,Communication Services,XLC,-1.58
2026-04-27,Financials,XLF,0.76
2026-04-27,Communication Services,XLC,0.23
2026-04-27,Technology,XLK,0.22
2026-04-27,Industrials,XLI,0.02
2026-04-27,Utilities,XLU,0.02
2026-04-27,Energy,XLE,-0.18
2026-04-27,Materials,XLB,-0.27
2026-04-27,Healthcare,XLV,-0.5
2026-04-27,Consumer Discretionary,XLY,-0.72
2026-04-27,Real Estate,XLRE,-0.78
2026-04-27,Consumer Staples,XLP,-1.07
2026-04-28,Financials,XLF,0.76
2026-04-28,Communication Services,XLC,0.23
2026-04-28,Technology,XLK,0.22
2026-04-28,Industrials,XLI,0.02
2026-04-28,Utilities,XLU,0.02
2026-04-28,Energy,XLE,-0.18
2026-04-28,Materials,XLB,-0.27
2026-04-28,Healthcare,XLV,-0.5
2026-04-28,Consumer Discretionary,XLY,-0.72
2026-04-28,Real Estate,XLRE,-0.78
2026-04-28,Consumer Staples,XLP,-1.07
2026-04-28,Energy,XLE,1.66
2026-04-28,Real Estate,XLRE,0.97
2026-04-28,Consumer Staples,XLP,0.9
2026-04-28,Healthcare,XLV,0.26
2026-04-28,Utilities,XLU,0.13
2026-04-28,Financials,XLF,0.08
2026-04-28,Communication Services,XLC,-0.05
2026-04-28,Consumer Discretionary,XLY,-0.7
2026-04-28,Materials,XLB,-0.73
2026-04-28,Industrials,XLI,-0.89
2026-04-28,Technology,XLK,-1.69
2026-04-29,Energy,XLE,1.66
2026-04-29,Real Estate,XLRE,0.97
2026-04-29,Consumer Staples,XLP,0.9
2026-04-29,Healthcare,XLV,0.26
2026-04-29,Utilities,XLU,0.13
2026-04-29,Financials,XLF,0.08
2026-04-29,Communication Services,XLC,-0.05
2026-04-29,Consumer Discretionary,XLY,-0.7
2026-04-29,Materials,XLB,-0.73
2026-04-29,Industrials,XLI,-0.89
2026-04-29,Technology,XLK,-1.69
2026-04-29,Energy,XLE,2.29
2026-04-29,Technology,XLK,0.8
2026-04-29,Financials,XLF,0.14
2026-04-29,Consumer Discretionary,XLY,-0.15
2026-04-29,Consumer Staples,XLP,-0.19
2026-04-29,Communication Services,XLC,-0.4
2026-04-29,Industrials,XLI,-0.61
2026-04-29,Real Estate,XLRE,-0.61
2026-04-29,Healthcare,XLV,-0.7
2026-04-29,Materials,XLB,-0.86
2026-04-29,Utilities,XLU,-1.23
2026-04-30,Energy,XLE,2.29
2026-04-30,Technology,XLK,0.8
2026-04-30,Financials,XLF,0.14
2026-04-30,Consumer Discretionary,XLY,-0.15
2026-04-30,Consumer Staples,XLP,-0.19
2026-04-30,Communication Services,XLC,-0.4
2026-04-30,Industrials,XLI,-0.61
2026-04-30,Real Estate,XLRE,-0.61
2026-04-30,Healthcare,XLV,-0.7
2026-04-30,Materials,XLB,-0.86
2026-04-30,Utilities,XLU,-1.23
2026-04-30,Industrials,XLI,2.74
2026-04-30,Utilities,XLU,2.56
2026-04-30,Healthcare,XLV,2.21
2026-04-30,Real Estate,XLRE,1.74
2026-04-30,Consumer Staples,XLP,1.68
2026-04-30,Consumer Discretionary,XLY,1.29
2026-04-30,Communication Services,XLC,1.06
2026-04-30,Energy,XLE,1.05
2026-04-30,Materials,XLB,1.0
2026-04-30,Financials,XLF,0.4
2026-04-30,Technology,XLK,0.25
2026-05-01,Industrials,XLI,2.74
2026-05-01,Utilities,XLU,2.56
2026-05-01,Healthcare,XLV,2.21
2026-05-01,Real Estate,XLRE,1.74
2026-05-01,Consumer Staples,XLP,1.68
2026-05-01,Consumer Discretionary,XLY,1.29
2026-05-01,Communication Services,XLC,1.06
2026-05-01,Energy,XLE,1.05
2026-05-01,Materials,XLB,1.0
2026-05-01,Financials,XLF,0.4
2026-05-01,Technology,XLK,0.25
2026-05-01,Technology,XLK,1.49
2026-05-01,Consumer Discretionary,XLY,0.24
2026-05-01,Communication Services,XLC,0.18
2026-05-01,Consumer Staples,XLP,-0.17
2026-05-01,Real Estate,XLRE,-0.18
2026-05-01,Materials,XLB,-0.23
2026-05-01,Financials,XLF,-0.4
2026-05-01,Healthcare,XLV,-0.57
2026-05-01,Utilities,XLU,-0.64
2026-05-01,Industrials,XLI,-0.93
2026-05-01,Energy,XLE,-1.34
2026-05-02,Technology,XLK,1.49
2026-05-02,Consumer Discretionary,XLY,0.24
2026-05-02,Communication Services,XLC,0.18
2026-05-02,Consumer Staples,XLP,-0.17
2026-05-02,Real Estate,XLRE,-0.18
2026-05-02,Materials,XLB,-0.23
2026-05-02,Financials,XLF,-0.4
2026-05-02,Healthcare,XLV,-0.57
2026-05-02,Utilities,XLU,-0.64
2026-05-02,Industrials,XLI,-0.93
2026-05-02,Energy,XLE,-1.34
2026-05-02,Technology,XLK,1.49
2026-05-02,Consumer Discretionary,XLY,0.24
2026-05-02,Communication Services,XLC,0.18
2026-05-02,Consumer Staples,XLP,-0.17
2026-05-02,Real Estate,XLRE,-0.18
2026-05-02,Materials,XLB,-0.23
2026-05-02,Financials,XLF,-0.4
2026-05-02,Healthcare,XLV,-0.57
2026-05-02,Utilities,XLU,-0.64
2026-05-02,Industrials,XLI,-0.93
2026-05-02,Energy,XLE,-1.34
2026-05-03,Technology,XLK,1.49
2026-05-03,Consumer Discretionary,XLY,0.24
2026-05-03,Communication Services,XLC,0.18
2026-05-03,Consumer Staples,XLP,-0.17
2026-05-03,Real Estate,XLRE,-0.18
2026-05-03,Materials,XLB,-0.23
2026-05-03,Financials,XLF,-0.4
2026-05-03,Healthcare,XLV,-0.57
2026-05-03,Utilities,XLU,-0.64
2026-05-03,Industrials,XLI,-0.93
2026-05-03,Energy,XLE,-1.34
2026-05-03,Technology,XLK,1.49
2026-05-03,Consumer Discretionary,XLY,0.24
2026-05-03,Communication Services,XLC,0.18
2026-05-03,Consumer Staples,XLP,-0.17
2026-05-03,Real Estate,XLRE,-0.18
2026-05-03,Materials,XLB,-0.23
2026-05-03,Financials,XLF,-0.4
2026-05-03,Healthcare,XLV,-0.57
2026-05-03,Utilities,XLU,-0.64
2026-05-03,Industrials,XLI,-0.93
2026-05-03,Energy,XLE,-1.34
2026-05-04,Technology,XLK,1.49
2026-05-04,Consumer Discretionary,XLY,0.24
2026-05-04,Communication Services,XLC,0.18
2026-05-04,Consumer Staples,XLP,-0.17
2026-05-04,Real Estate,XLRE,-0.18
2026-05-04,Materials,XLB,-0.23
2026-05-04,Financials,XLF,-0.4
2026-05-04,Healthcare,XLV,-0.57
2026-05-04,Utilities,XLU,-0.64
2026-05-04,Industrials,XLI,-0.93
2026-05-04,Energy,XLE,-1.34
2026-05-04,Energy,XLE,0.92
2026-05-04,Technology,XLK,0.11
2026-05-04,Healthcare,XLV,-0.3
2026-05-04,Utilities,XLU,-0.39
2026-05-04,Communication Services,XLC,-0.53
2026-05-04,Real Estate,XLRE,-0.54
2026-05-04,Financials,XLF,-0.65
2026-05-04,Consumer Staples,XLP,-0.75
2026-05-04,Consumer Discretionary,XLY,-0.77
2026-05-04,Industrials,XLI,-1.14
2026-05-04,Materials,XLB,-1.36
2026-05-05,Energy,XLE,0.92
2026-05-05,Technology,XLK,0.11
2026-05-05,Healthcare,XLV,-0.3
2026-05-05,Utilities,XLU,-0.39
2026-05-05,Communication Services,XLC,-0.53
2026-05-05,Real Estate,XLRE,-0.54
2026-05-05,Financials,XLF,-0.65
2026-05-05,Consumer Staples,XLP,-0.75
2026-05-05,Consumer Discretionary,XLY,-0.77
2026-05-05,Industrials,XLI,-1.14
2026-05-05,Materials,XLB,-1.36
2026-05-05,Technology,XLK,2.21
2026-05-05,Materials,XLB,1.74
2026-05-05,Industrials,XLI,0.84
2026-05-05,Consumer Staples,XLP,0.62
2026-05-05,Healthcare,XLV,0.39
2026-05-05,Consumer Discretionary,XLY,0.3
2026-05-05,Real Estate,XLRE,0.2
2026-05-05,Energy,XLE,0.1
2026-05-05,Financials,XLF,0.02
2026-05-05,Utilities,XLU,0.0
2026-05-05,Communication Services,XLC,-0.4
2026-05-06,Technology,XLK,2.21
2026-05-06,Materials,XLB,1.74
2026-05-06,Industrials,XLI,0.84
2026-05-06,Consumer Staples,XLP,0.62
2026-05-06,Healthcare,XLV,0.39
2026-05-06,Consumer Discretionary,XLY,0.3
2026-05-06,Real Estate,XLRE,0.2
2026-05-06,Energy,XLE,0.1
2026-05-06,Financials,XLF,0.02
2026-05-06,Utilities,XLU,0.0
2026-05-06,Communication Services,XLC,-0.4
2026-05-06,Technology,XLK,2.66
2026-05-06,Industrials,XLI,2.59
2026-05-06,Materials,XLB,1.71
2026-05-06,Consumer Discretionary,XLY,1.52
2026-05-06,Communication Services,XLC,1.49
2026-05-06,Real Estate,XLRE,1.29
2026-05-06,Financials,XLF,0.48
2026-05-06,Consumer Staples,XLP,0.21
2026-05-06,Healthcare,XLV,0.07
2026-05-06,Utilities,XLU,-1.42
2026-05-06,Energy,XLE,-4.12
2026-05-07,Technology,XLK,2.66
2026-05-07,Industrials,XLI,2.59
2026-05-07,Materials,XLB,1.71
2026-05-07,Consumer Discretionary,XLY,1.52
2026-05-07,Communication Services,XLC,1.49
2026-05-07,Real Estate,XLRE,1.29
2026-05-07,Financials,XLF,0.48
2026-05-07,Consumer Staples,XLP,0.21
2026-05-07,Healthcare,XLV,0.07
2026-05-07,Utilities,XLU,-1.42
2026-05-07,Energy,XLE,-4.12
2026-05-07,Communication Services,XLC,0.03
2026-05-07,Consumer Discretionary,XLY,0.01
2026-05-07,Technology,XLK,-0.2
2026-05-07,Consumer Staples,XLP,-0.31
2026-05-07,Healthcare,XLV,-0.47
2026-05-07,Financials,XLF,-0.56
2026-05-07,Real Estate,XLRE,-0.76
2026-05-07,Utilities,XLU,-1.29
2026-05-07,Industrials,XLI,-1.62
2026-05-07,Energy,XLE,-1.84
2026-05-07,Materials,XLB,-1.93
2026-05-08,Communication Services,XLC,0.03
2026-05-08,Consumer Discretionary,XLY,0.01
2026-05-08,Technology,XLK,-0.2
2026-05-08,Consumer Staples,XLP,-0.31
2026-05-08,Healthcare,XLV,-0.47
2026-05-08,Financials,XLF,-0.56
2026-05-08,Real Estate,XLRE,-0.76
2026-05-08,Utilities,XLU,-1.29
2026-05-08,Industrials,XLI,-1.62
2026-05-08,Energy,XLE,-1.84
2026-05-08,Materials,XLB,-1.93
2026-05-08,Technology,XLK,3.44
2026-05-08,Materials,XLB,0.37
2026-05-08,Consumer Discretionary,XLY,0.27
2026-05-08,Consumer Staples,XLP,0.24
2026-05-08,Real Estate,XLRE,0.02
2026-05-08,Communication Services,XLC,-0.37
2026-05-08,Energy,XLE,-0.45
2026-05-08,Industrials,XLI,-0.46
2026-05-08,Financials,XLF,-0.6
2026-05-08,Healthcare,XLV,-0.85
2026-05-08,Utilities,XLU,-0.89
2026-05-09,Technology,XLK,3.44
2026-05-09,Materials,XLB,0.37
2026-05-09,Consumer Discretionary,XLY,0.27
2026-05-09,Consumer Staples,XLP,0.24
2026-05-09,Real Estate,XLRE,0.02
2026-05-09,Communication Services,XLC,-0.37
2026-05-09,Energy,XLE,-0.45
2026-05-09,Industrials,XLI,-0.46
2026-05-09,Financials,XLF,-0.6
2026-05-09,Healthcare,XLV,-0.85
2026-05-09,Utilities,XLU,-0.89
2026-05-09,Technology,XLK,3.44
2026-05-09,Materials,XLB,0.37
2026-05-09,Consumer Discretionary,XLY,0.27
2026-05-09,Consumer Staples,XLP,0.24
2026-05-09,Real Estate,XLRE,0.02
2026-05-09,Communication Services,XLC,-0.37
